id;curriculum;nameHu;nameEn;hasLearningMaterialHU;hasLearningMaterialEN
TT-Követelményspecifikáció-135;TA-Information System Analyst-134;Követelményspecifikáció;User Requirements Specification;Az elemzési dokumentáció áttanulmányozása, megvitatása és a folytatásról hozott döntés olyan mérföldkő, amely kihatással van a végeredményre, a fejlesztendő szoftvertermékre. A követelményeket specifikáló dokumentum a felhasználói igények egyértelmű meghatározását tartalmazza, amely a fejlesztés teljes életciklusában alapul szolgál a fejlesztési célok megvalósításához, vagyis a tervezési modellnézetek kialakításához, az implementációhoz, a tesztelési, valamint a rendszerfelügyeleti feladatok végrehajtásához egyaránt. A követelményspecifikáció azonban nem lehet teljes, ha nem ellenőrizzük az elvárások valószerűségét, konzisztenciáját és teljességét. A tervezés alapjául szolgáló követelményspecifikációs dokumentum tehát igazán csak a specifikáció felülvizsgálatának, a követelmények validálásának eredménye alapján véglegesíthető.  A követelmények meghatározása a szoftverfejlesztés első- és kulcsmomentuma. A követelmény meghatározás folyamata kevéssé formalizált, nem túlzottan szabályozott. Ez a rész a leginkább szervezésfüggő, mintsem technikai jellegű. A követelmény-meghatározás folyamatát három részre lehet felbontani: a probléma meghatározása, megvalósíthatósági elemzés, követelmények összegyűjtése és elemzése.  Követelmények meghatározása: Az előző két fázist követően kezdenek a kívánt rendszer körvonalai kirajzolódni. Amennyiben a megvalósíthatósági elemzés után úgy döntünk, hogy elindítjuk a projektet, össze kell gyűjteni lehetőség szerint az összes felhasználói követelményt. Az elemzőnek kritikus szerepe van ebben a fázisban. A szervezetnek különböző funkcióikban dolgozó alkalmazottaktól be kell gyűjtenie a különböző igényeket. Az egészet át kell látni, képet kell kapni az egységről és nem szabad elveszni a részletekben. A fázis végterméke egy követelményspecifikáció.   A követelményeket két csoportban értelmezhetjük: :*Rendszerkövetelmények: A rendszerszolgáltatásokat és megszorításokat jelöli részletesen. A rendszerkövetelmények dokumentumának pontosnak kell lennie. Ez szolgálhat alapul a rendszer vásárlója és a szoftverfejlesztő cég közötti szerződésnek. Ezzel a vezető technikai személyzetet és a projektvezetőket ajánlott megcélozni. Ezt mind az ügyfél, mind a vállalkozó dolgozói használni fogják. A rendszerkövetelmények két részből tevődik össze:  ::*Funkcionális követelmények: Ezek a követelmények azt írják le, hogy „mit” kell a rendszernek tudnia. A rendszer által nyújtandó szolgáltatásokat ismertetik, hogy hogyan kell reagálnia bizonyos bemenetekre, valamint hogyan kell viselkednie bizonyos szituációkban. Gyakran azt is definiálják, hogy mit nem szabad tennie a rendszernek. A funkcionális követelményt leíró specifikációnak teljesnek és ellentmondásmentesnek kell lennie. Teljesség: a felhasználó által igényelt összes szolgáltatást definiáljuk. Tartalmazza az összes szükséges információt, az összes szolgáltatás leírását. Ellentmondás-mentesség: nincsenek ellentmondások a rendszer leírásában, a szolgáltatások definícióiban. ::*Nem funkcionális követelmények: a rendszer által kínált funkciókra és szolgáltatásokra tett megszorítások. A nem-funkcionális követelmények azt írják le, hogy hogyan, mennyire jól vagy milyen szintű minőségben kell egy lehetőséget vagy lehetőség csoportot nyújtania a rendszernek. Ezek a követelmények nagyon fontosak a rendszer sikeressége szempontjából. Vonatkozhatnak a rendszer egészére, egyes részeire vagy konkrét funkcionális követelményekre. Három típusát különböztetjük meg: termékkövetelmény, szervezeti követelmény, külső követelmények.  :*Felhasználói követelmények: Diagramokkal kiegészített természetes nyelvű kijelentések arról, hogy mely szolgáltatásokat várunk el a rendszertől, és annak mely megszorítások mellett kell működnie. Az ügyfelek és a fejlesztők képviselői számára készülnek, akik nem rendelkeznek részletes technikai ismerettel a rendszerről. A rendszer felhasználói követelményeinek a funkcionális és nem funkcionális követelményeket kell leírniuk úgy, hogy a rendszernek azon felhasználói is megértsék, akiknek nincsenek részletes technikai ismereteik. A rendszer külső viselkedését javallott leírni, és kerülni kell a technikai jellegű szakkifejezéseket. A felhasználói követelményeket természetes nyelven, űrlapok és egyszerű, könnyen értelmezhető diagramok segítségével kell közreadni. Az alábbi problémák merülhetnek fel: egyértelműség hiánya, követelmények keveredése, követelmények ötvöződése. ;=User Requirements Specification=  Once you have decided on the approach to the development project, the next step is to find out in detail what the  system should do – and, assuming you have opted for iterative development, what should take the highest
TT-Logikai_hozzáférés-védelem-135;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Logikai hozzáférés-védelem;Access control;==A logikai hozzáférés-védelem fogalma== A logikai hozzáférés védelem lényege abban rejlik, hogy korlátozzuk az információk, adatok elérését, ellenőrizzük a jogosultságokat és biztosítjuk a jogosult személyek hozzáférését a bizalm;=Access control=  The primary control in information security is access control. Access control can take many forms, from the software-based access control solution used in conjunction with an operating system, to the ruleset of a hardware firewall, to an
AF-Visszacsatolási_folyamat-136;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Visszacsatolási_folyamat;false;==A visszacsatolási folyamat fogalma== A <b>visszacsatolási folyamat</b> az a folyamat, melynek során egy [[Rendszer|rendszer]] teljesítményét mérő adatok jönnek létre.<br> Mérni szokás például az erőforrás-felhasználást, illetve a rends;false
TT-Üzleti_intelligencia-136;TA-Döntéstámogatás-136, TA-Gazdaságinformatika-137;Üzleti intelligencia régi;false;"      == Az üzleti intelligencia fogalma ==  Az '''üzleti intelligencia''' (Business Intelligence, BI) megoldásai építenek  * a tudásmenedzsment (knowledge management),  * az adattárházak (data warehouseing)),  * az adatbányászat (data mining) és az  üzleti analitika (business analysis) területére. Segítségével a kulcsfolyamatok, adatok azonosítása, nyomon követése, javítása lehetővé válik, azonosíthatóak, ellenőrizhetőek a vállalaton belüli trendek, a versenytársak és a piac teljesítménye.  == Az üzleti intelligencia részterületei, elemei ==  Az üzleti intelligencia legfontosabb elemeit a következő ábra foglalja össze. Az adatforrások felhasználásával adattárházak építhetőek, melyek segítségével lehetővé válik az adatok többszempontú feldolgozása, elemzése, akár [[OLAP]] technológia, akár [[adatbányászat]]i megoldások, vagy [[döntéstámogató rendszer]]ek felhasználásával. Az eredmények bemutatása szempontjából kritikus fontosságú a megfelelő vizualizációs technikák alkalmazása, hogy az egyes következtetések könnyen leszűrhetőek legyenek.  [[Image:Üzleti_intelligencia_legfontosabb_elemei.png|||697px]].      Az üzleti intelligencia megoldások biztosítják a szükséges adatokhoz való hozzáférést a döntéshozatalban, támogatják az adatok tárolását és sokoldalú elemzését is. A hatékony üzleti intelligencia megoldások alapját az  [[adattárház]]ak adják. Az adattárházakban tárolt adatok minősége lehetővé teszi a további elemző és megjelenítő szoftverekben való felhasználást. Az adattárházakra épülő legfontosabb alkalmazások és elemző eszközök a következők:  * Jelentéskészítő eszközök * [[Felsővezetői információrendszer]] (Executive Information System - EIS) * [[OLAP]] (Online elemző feldolgozás) * [[Stratégiai teljesítmény menedzsment rendszer]] (Strategic Performance Management System - SPM) * [[Adatvizualizáció]]t támogató rendszer * [[Adatbányászat]]  Az üzleti intelligencia megoldások tipikus struktúráját mutatja be a következő ábra. Az ábra jól jelzi, hogy az adatok szinte bármilyen forrásból származhatnak, illetve az adatok feldolgozására, elemzésére és bemutatására többféle eszköz is felhasználható.  [[Image:BI structure.gif|||440px]]  == Üzleti intelligencia demonstrációk, bemutatók (videók) ==   * Oracle üzleti intelligencia alapok  [http://tv.computerworld.hu/video/uzleti-intelligencia-alapok] <html> <object width=\360\"" height=\""290\"" classid=\""clsid:d27cdb6e-ae6d-11cf-96b8-444553540000\"" codebase=\""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=7,0,0,0\""><param name=\""movie\"" value=\""http://tv.computerworld.hu/player/341\""></param><param name=\""wmode\"" value=\""transparent\""></param><embed src=\""http://tv.computerworld.hu/player/341\"" type=\""application/x-shockwave-flash\"" wmode=\""transparent\"" width=\""360\"" height=\""290\""></embed></object> </html>  == Üzleti intelligencia szoftvergyártók, szoftverek ==   * BI Solutions (http://www.bi-solutions.biz/magunkrol.htm) * Business Objects (http://www.businessobjects.com/http://www.cognos.com/) * Cognos (http://www.cognos.com/) * IBM System p Solution Edition for SAP NetWeaver Business Intelligence (http://www-03.ibm.com/systems/p/solutions/sap/bi/) * Microsoft BI (http://www.microsoft.com/hun/bi/default.mspx) * SAS BI (http://www.sas.com/offices/europe/hungary/)  == Üzleti intelligencia irodalom ==  # [Cserny 2004]: Cserny L., „Döntéstámogató módszerek”, Dunaújvárosi Fő-iskola Kiadói Hivatala, Dunaújváros, 2004. # [Fajszi 2004]: Fajszi B., Cser L., „Üzleti tudás az adatok mélyén – Adatbányászat alkalmazói szemmel”, BMGE GTK Információ- és Tudásmenedzsment Tanszék, Budapest, 2004. # [Han 2004]: Han, J., Kamber M., „Adatbányászat”, Panem Kiadó, Buda-pest, 2004. # [Inmon 2002]: Inmon, W. H., “Building the Data Warehouse” New York: Wiley, Third ed., 2002. # [Kaplan 2000]:  Kaplan, R. S., Norton, D. P., „Balanced ScoreCard – Eszköz, ami mozgásba hozza a stratégiát”, KJK–KERSZÖV Jogi és Üzleti Kiadó Kft., Budapest, 2000. # [Kimball 2000]: Kimball, R., „Rating Your Dimensional Data Warehouse”, www.intelligententerprise.com, 2000. # [Kő 1997]: Kő A., Lovrics L., „Döntéstámogató rendszerek”, In: Gábor A. (szerk.), „Információmenedzsment”, Aula Kiadó, Budapest, 1997, 423-523 old. # [Kő 2007]: Kő A.,„Üzleti intelligencia”, In: Sántáné-Tóth E. (szerk.), Döntéstámogató rendszerek, Panem Kiadó, 2007, 122-191 old. # [Shaku 2003]: Shaku, A., „The Top 10 Crtical Challanges for Business Intelligence Success” ComputerWorld, White Paper/Special Advertising Supplement, 37(26), June 30, 2003. # [Sidló 2004]: Sidló Cs., „Összefoglaló az adattárházak témaköréről”, ELTE, Budapest, 2004. # [Turban 2005]: Turban, E., Aronson, J. E. and Tin-Peng Liang, „Decision Support Systems and Intelligent Systems – Seventh Edition”, Pearson Prentice-Hall, Upper Saddle River, New Jersey, 2005. (Korábbi kiadások: 2001, 1998, 1995, 1993, 1990.)   == Hasznos linkek ==   * http://uzletiintelligencia.lap.hu/ * http://www.biprojekt.hu/ * http://www.bievkonyv.hu/ * http://www.biportal.org/""";false
TT-Elektronikus_beszerzés-135;TA-Gazdaságinformatika-137;Elektronikus beszerzés;false;Az ellátási lánc egyik kritikus területének számító beszerzés aligha véletlen, hogy azon területek közé tartozik, ahol a vállalatok legelőször és leggyakrabban kihasználták az internet által nyújtott lehetőségeket. A B2B alfajának tekinthető elektronikus beszerzésnél minden funkciót (ajánlat, ellenajánlat, elfogadás, rendelés, visszaigazolás, stb.) internet alapú technológiák támogatnak. A beszerzés menete az elektronikus beszerzés bevezetése következtében ugyancsak megváltozott. Az elektronikus beszerzés bevezetésének azonban más célja is lehet a költségek csökkentésén kívül. Irányulhat még: * A vállalati folyamatok hatékonyságának növelésére * Az informáltság megnövelésére * Hatékonyabb tárgyalási pozíció kialakítására * A folyamatok automatizálására * Átláthatóbb üzleti folyamatok elérésére * Új üzleti partnerek megtalálására * Üzleti partnerek megtartására („kötelező” jellegű bevezetés esetén) * A vállalaton belüli folyamatok újrasúlyozására, tehát, hogy a valóban fontos, stratégiai jellegű tevékenységekre több jusson, míg az inkább adminisztratív jellegű tevékenységek leegyszerűsödjenek * Standard módszerek bevezetésére (pl. egy több telephelyes cégnél az összehasonlíthatóság érdekében alapelvárás lehet) * Az ügyfelek elégedettségének növelésére A beszerzési folyamat hatékonyabbá tételéből származó megtakarítás miatt a cégek - az esetek legnagyobb részében - valóban komoly megtérüléssel számolhatnak.   =Forrás= Tankönyv, 129. o. ;false
AF-Döntés-136;TA-Gazdaságinformatika-137;Döntés;false;== A döntés fogalma ==  A '''döntés''' az értékelési folyamat egy mozzanata, amelyben a döntéshozó adott alternatív tevékenységsorok közül a cél elérése szempontjából leginkább alkalmasat választja ki. (Harrison–Pelletier, 2000).  ;false
TT-Modell-136;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Modell régi;Model (depricated);== A modell fogalma ==  A '''modell'''ek a valóság leegyszerűsített ábrázolásai, absztrakciói, melyek segítségével a valós helyzetek, problémák helyett virtuális kísérletek és elemzések végezhetők. A modellek olcsóbb, rugalmasabb és;false
TT-Elektronikus_közigazgatás-135;TA-Gazdaságinformatika-137;Elektronikus közigazgatás;false;=Definíciója=  Az '''elektronikus közigazgatás''' (vagy e-Government) az információtechnológia, a szervezeti változások, és új képességek kombinációjának felhasználását jelenti. A cél, hogy javítsuk a közszolgáltatások színvonalá;false
TT-Irányítás-136;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Irányítás;false;== Irányítás fogalma == Az információrendszerek miközben inputból outputot állítanak elő, az előállítás (transzformáció) során erőforrásokat használnak föl. Ha ezt megfelelő módon teszik, akkor hozzáadott érték keletkezik. [[Foly;false
TT-Állapottér-136;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Állapottér;false;== Állapottér fogalma == Ha egy probléma egyes állapotait és az azok közötti átmeneteket leíró adatszerkezetek összes lehetséges értékeit egy térben ábrázoljuk [[Állapottér reprezentáció|állapottér-reprezentációról]] beszélünk.;false
